title,tags
Looper,"in the futuristic action thriller looper, time travel will be invented but it will be illegal and only available on the black market. when the mob wants to get rid of someone, they will send their target 30 years into the past where a looper, a hired gun, like joe is waiting to mop up. joe is getting rich and life is good until the day the mob decides to close the loop, sending back joe's future self for assassination. action thriller science fiction suicide assassin drug addiction future time travel dystopia retirement boy murder organized crime tragedy execution violence criminal drug addict contract killer neo-noir joseph gordon-levitt bruce willis emily blunt rian johnson"
Down to Earth,"after dying before his time, an aspiring comic gets a second shot at life... by being reincarnated as a wealthy but un-likable businessman. fantasy comedy science fiction romance  chris rock regina king chazz palminteri chris weitz"
Babe,"babe is a little pig who doesn't quite know his place in the world. with a bunch of odd friends, like ferdinand the duck who thinks he is a rooster and fly the dog he calls mom, babe realizes that he has the makings to become the greatest sheep pig of all time, and farmer hogget knows it. with the help of the sheep dogs babe learns that a pig can be anything that he wants to be. fantasy drama comedy family sheep pig affection piglet heroism talking animal separation german shepherd grandson talking pig christine cavanaugh miriam margolyes danny mann chris noonan"
Hope Springs,"after thirty years of marriage, a middle-aged couple attends an intense, week-long counseling session to work on their relationship. drama comedy romance renewing wedding vows marriage counselling meryl streep steve carell tommy lee jones david frankel"
Forgetting Sarah Marshall,"when sarah marshall dumps aspiring musician peter bretter for rock star aldous snow, peter's world comes crashing down. his best friend suggests that peter should get away from everything and to fly off to hawaii to escape all his problems. after arriving in hawaii and meeting the beautiful rachel jansen, peter is shocked to see not only aldous snow in hawaii, but also sarah marshall. comedy romance drama hawaii one-night stand beauty jason segel kristen bell mila kunis nicholas stoller"
Four Brothers,four adopted brothers return to their detroit hometown when their mother is murdered and vow to exact revenge on the killers. action crime brother brother relationship robbery arbitrary law adoptive mother revenge murder violence detroit duringcreditsstinger interracial adoption mark wahlberg tyrese gibson andré benjamin john singleton
Baby Mama,"a successful, single businesswoman who dreams of having a baby discovers she is infertile and hires a working class woman to be her unlikely surrogate. comedy pregnancy and birth surrogate mother tina fey amy poehler dax shepard michael mccullers"
Hope Floats,"birdee pruitt has been humiliated on live television by her best friend, connie, who's been sleeping with birdee's husband, bill. birdee tries starting over with her daughter, bernice, by returning to her small texas hometown, but she's faced with petty old acquaintances who are thrilled to see birdee unhappy -- except for her friend justin. as he helps birdee get back on her feet, love begins to blossom. drama romance texas telegram despair leaving one's family funeral costume loss high school judgment dog pond sandra bullock harry connick jr. gena rowlands forest whitaker"
Bride Wars,two best friends become rivals when their respective weddings are accidentally booked for the same day. comedy bride friendship engagement rivalry wedding family feud anne hathaway kate hudson bryan greenberg gary winick
Without a Paddle,"three friends, whose lives have been drifting apart, reunite for the funeral of a fourth childhood friend. when looking through their childhood belongings, they discover a trunk which contained details on a quest their friend was attempting. it revealed that he was hot on the trail of the $200,000 that went missing with airplane hijacker d.b. cooper in 1971. they decide to continue his journey, but do not understand the dangers they will soon encounter. action adventure comedy thriller death of a friend treasure hunt seth green matthew lillard dax shepard steven brill"
13 Going on 30,"after total humiliation at her thirteenth birthday party, jenna rink wants to just hide until she's thirty. with a little magic, her wish is granted, but it turns out that being thirty isn't as always as awesome as she thought it would be! comedy fantasy romance new york photographer editor-in-chief wish michael jackson child as an adult best friends in love jennifer garner mark ruffalo judy greer gary winick"
Midnight in Paris,a romantic comedy about a family traveling to the french capital for business. the party includes a young engaged couple forced to confront the illusion that a life different from their own is better. fantasy comedy romance paris painter detective based on novel screenwriter forbidden love time travel midnight nostalgia past sculpture hemingway owen wilson rachel mcadams kurt fuller woody allen
The Nut Job,"surly, a curmudgeon, independent squirrel is banished from his park and forced to survive in the city. lucky for him, he stumbles on the one thing that may be able to save his life, and the rest of park community, as they gear up for winter - maury's nut store. animation comedy family adventure squirrel 3d will arnett katherine heigl brendan fraser peter lepeniotis"
Blow,"a boy named george jung grows up in a struggling family in the 1950's. his mother nags at her husband as he is trying to make a living for the family. it is finally revealed that george's father cannot make a living and the family goes bankrupt. george does not want the same thing to happen to him, and his friend tuna, in the 1960's, suggests that he deal marijuana. he is a big hit in california in the 1960's, yet he goes to jail, where he finds out about the wonders of cocaine. as a result, when released, he gets rich by bringing cocaine to america. however, he soon pays the price. crime drama 1970s war on drugs drug addiction drug traffic drug smuggle rise and fall johnny depp penélope cruz ethan suplee ted demme"
Message in a Bottle,"a woman finds a romantic letter in a bottle washed ashore and tracks down the author, a widowed shipbuilder whose wife died tragically early. as a deep and mutual attraction blossoms, the man struggles to make peace with his past so that he can move on and find happiness. romance drama sailboat anonymous letter sailing love letter bottle kevin costner robin wright paul newman luis mandoki"
Star Trek V: The Final Frontier,capt. kirk and his crew must deal with mr. spock's half brother who kidnaps three diplomats and hijacks the enterprise in his obsessive search for god. science fiction action adventure thriller federation starfleet uss enterprise-a sha-ka-ree loss of brother self sacrifice hostage liberation of hostage romulans klingon vulcan space opera william shatner leonard nimoy deforest kelley william shatner
Like Mike,"calvin and his friends, who all live in an orphanage, find old shoes with the faded letters mj connected to a powerline. one stormy night, they go to get the shoes when calvin and the shoes are struck by lightning. calvin now has unbelievable basketball powers and has the chance to play for the nba. comedy drama family fantasy bet lightning sports team sport basketball bullying orphanage teenager shad moss morris chestnut jonathan lipnicki john schultz"
The Naked Gun 33⅓: The Final Insult,"frank drebin is persuaded out of retirement to go undercover in a state prison. there he is to find out what top terrorist, rocco, has planned for when he escapes. frank's wife, jane, is desperate for a baby.. this adds to frank's problems. a host of celebrities at the academy awards ceremony are humiliated by frank as he blunders his way trying to foil rocco. comedy crime undercover spoof state prison leslie nielsen priscilla presley george kennedy peter segal"
A View to a Kill,a newly developed microchip designed by zorin industries for the british government that can survive the electromagnetic radiation caused by a nuclear explosion has landed in the hands of the kgb. james bond must find out how and why. his suspicions soon lead him to big industry leader max zorin. adventure action thriller paris london england france england san francisco horse race fire helicopter drug abuse terrorist secret identity firemen fire engine villain ascot silicon valley zeppelin earthquake snowboarding microchip doping racehorse flooding pipeline snow british secret service skiing roger moore christopher walken tanya roberts john glen
The Curse of the Were-Rabbit,"cheese-loving eccentric wallace and his cunning canine pal, gromit, investigate a mystery in nick park's animated adventure, in which the lovable inventor and his intrepid pup run a business ridding the town of garden pests. using only humane methods that turn their home into a halfway house for evicted vermin, the pair stumble upon a mystery involving a voracious vegetarian monster that threatens to ruin the annual veggie-growing contest. adventure animation comedy family competition garden vegetable stop motion animation contest dog rabbit pest control giant vegetable wallace & gromit peter sallis helena bonham carter ralph fiennes nick park"
P.S. I Love You,a young widow discovers that her late husband has left her 10 messages intended to help ease her pain and start a new life. drama romance job-hopping irland shoe seller letter dying and death loss of husband hilary swank gerard butler lisa kudrow richard lagravenese
Racing Stripes,"shattered illusions are hard to repair -- especially for a good-hearted zebra named stripes who's spent his life on a kentucky farm amidst the sorely mistaken notion that he's a debonair thoroughbred. once he faces the fact that his stark stripes mark him as different, he decides he'll race anyway. and with help from the young girl who raised him, he just might end up in the winner's circle. comedy love of animals horse identity crisis farm zebra frankie muniz mandy moore hayden panettiere frederik du chau"
Atonement,"as a 13-year-old, fledgling writer briony tallis irrevocably changes the course of several lives when she accuses her older sister's lover of a crime he did not commit. drama romance based on novel sister sister relationship flirt loss of sister new love world war ii book mistake innocence author redemption summer keira knightley james mcavoy romola garai joe wright"
Letters to Juliet,"an american girl on vacation in italy finds an unanswered ""letter to juliet"" -- one of thousands of missives left at the fictional lover's verona courtyard, which are typically answered by a the ""secretaries of juliet"" -- and she goes on a quest to find the lovers referenced in the letter. comedy drama romance italy letter romantic comedy american abroad boyfriend girlfriend italian stereotype verona italy quest amanda seyfried christopher egan gael garcía bernal gary winick"
Black Rain,"two new york cops get involved in a gang war between members of the yakuza, the japanese mafia. they arrest one of their killers and are ordered to escort him back to japan. in japan, however, he manages to escape. as they try to track him down, they get deeper and deeper into the japanese mafia scene and they have to learn that they can only win by playing the game the japanese way. action thriller crime japan yakuza japanese mafia michael douglas andy garcía kate capshaw ridley scott"
The Three Stooges,"while trying to save their childhood orphanage, moe, larry and curly inadvertently stumble into a murder plot and wind up starring in a reality tv show. comedy duringcreditsstinger sean hayes will sasso chris diamantopoulos bobby farrelly"
Corpse Bride,"set in a 19th-century european village, this stop-motion animation feature follows the story of victor, a young man whisked away to the underworld and wed to a mysterious corpse bride, while his real bride victoria waits bereft in the land of the living. romance fantasy animation music shyness england cheating old town grave skeleton musical marriage wedding ring stop motion animation money wedding corpse wedding ceremony parents dark fantasy european ring piano johnny depp helena bonham carter emily watson tim burton"
Glory Road,"in 1966, texas western coach don haskins led the first all-black starting line-up for a college basketball team to the ncaa national championship. drama basketball racial segregation teachers and students josh lucas derek luke jon voight james gartner"
Sicario,"a young female fbi agent joins a secret cia operation to take down a mexican cartel boss, a job that ends up pushing her ethical and moral values to the limit. action crime drama mystery thriller mexico cia smoking texas fbi murder dirty cop soccer drug fbi agent night vision death of daughter tunnel el paso moral dilemma death of wife mexican cartel emily blunt benicio del toro josh brolin denis villeneuve"
Southpaw,"billy ""the great"" hope, the reigning junior middleweight boxing champion, has an impressive career, a loving wife and daughter, and a lavish lifestyle. however, when tragedy strikes, billy hits rock bottom, losing his family, his house and his manager. he soon finds an unlikely savior in tick willis, a former fighter who trains the city's toughest amateur boxers. with his future on the line, hope fights to reclaim the trust of those he loves the most. action drama sport jake gyllenhaal rachel mcadams forest whitaker antoine fuqua"
Drag Me to Hell,"after denying a woman the extension she needs to keep her home, loan officer christine brown sees her once-promising life take a startling turn for the worse. christine is convinced she's been cursed by a gypsy, but her boyfriend is skeptical. her only hope seems to lie in a psychic who claims he can help her lift the curse and keep her soul from being dragged straight to hell. horror thriller gypsy work gore curse psychologist psychic evil loan officer obituary engagement ring gypsies alison lohman justin long lorna raver sam raimi"
The Age of Adaline,"after 29-year-old adaline recovers from a nearly lethal accident, she inexplicably stops growing older. as the years stretch on and on, adaline keeps her secret to herself  until she meets a man who changes her life. fantasy drama romance san francisco immortality love forever blake lively michiel huisman harrison ford lee toland krieger"
Secondhand Lions,"""secondhand lions"" follows the comedic adventures of an introverted boy left on the doorstep of a pair of reluctant, eccentric great-uncles, whose exotic remembrances stir the boy's spirit and re-ignite the men's lives. comedy drama family texas money veteran michael caine robert duvall haley joel osment tim mccanlies"
Step Up 3D,"a tight-knit group of new york city street dancers, including luke and natalie, team up with nyu freshman moose, and find themselves pitted against the world's best hip hop dancers in a high-stakes showdown that will change their lives forever. drama romance musical duringcreditsstinger 3d rick malambri adam g. sevani joe slaughter jon m. chu"
Blue Crush,"nothing gets between anne marie and her board. living in a beach shack with three roommates, she is up before dawn every morning to conquer the waves and count the days until the pipe masters competition. having transplanted herself to hawaii with no one's blessing but her own, anne marie finds all she needs in the adrenaline-charged surf scene - until pro quarterback matt tollman comes along... adventure sea surfer hawaii sport job american football player pretty woman kate bosworth matthew davis michelle rodriguez john stockwell"
Stranger Than Fiction,"everybody knows that your life is a story. but what if a story was your life? harold crick is your average irs agent: monotonous, boring, and repetitive. but one day this all changes when harold begins to hear an author inside his head narrating his life. but when the narration reveals he is going to die, harold must find the author and convince them to change the ending. comedy drama fantasy romance professor literature love romantic comedy author fate death dying novelist publisher what if will ferrell maggie gyllenhaal dustin hoffman marc forster"
30 Days of Night,"this is the story of an isolated alaskan town that is plunged into darkness for a month each year when the sun sinks below the horizon. as the last rays of light fade, the town is attacked by a bloodthirsty gang of vampires bent on an uninterrupted orgy of destruction. only the small town's husband-and-wife sheriff team stand between the survivors and certain destruction. horror thriller sunrise winter vampire marriage crisis alaska based on graphic novel blizzard blood lust polar night josh hartnett melissa george ben foster david slade"
The Cabin in the Woods,"five college friends spend the weekend at a remote cabin in the woods, where they get more than they bargained for. together, they must discover the truth behind the cabin in the woods. horror thriller cabin plot twist cabin in the woods filmed killing video wall speaker phone mounted animal head young adult kristen connolly chris hemsworth anna hutchison drew goddard"
Meet the Spartans,"from the creators of scary movie and date movie comes this tongue-in-cheek parody of the sword-and-sandal epics, dubbed meet the spartans. the 20th century fox production was written and directed by the filmmaking team of jason friedberg and aaron seltzer. sure, leonidas may have nothing more than a cape and some leather underwear to protect him from the razor-sharp swords of his persian enemies, comedy fight queen penguin black hole men army s.a.t. aftercreditsstinger duringcreditsstinger sean maguire carmen electra ken davitian jason friedberg"
Midnight Run,"an accountant embezzles $15 million of mob money, jumps bail and is chased by bounty hunters, the fbi, and the mafia. adventure comedy crime crooked lawyer bail jumper mafia accountant stretch limousine manhattan, new york city southwestern u.s. bus station police surveillance robert de niro charles grodin yaphet kotto martin brest"
The Running Man,"by 2017, the global economy has collapsed and american society has become a totalitarian police state, censoring all cultural activity. the government pacifies the populace by broadcasting a number of game shows in which convicted criminals fight for their lives, including the gladiator-style the running man, hosted by the ruthless damon killian, where “runners” attempt to evade “stalkers” and certain death for a chance to be pardoned and set free. action science fiction prison chase hunting human beings game show dystopia dystopic future arnold schwarzenegger richard dawson maría conchita alonso paul michael glaser"
Little Shop of Horrors,"seymour krelborn is a nerdy orphan working at mushnik's, a flower shop in urban skid row. he harbors a crush on fellow co-worker audrey fulquard, and is berated by mr. mushnik daily. one day as seymour is seeking a new mysterious plant, he finds a very mysterious unidentified plant which he calls audrey ii. the plant seems to have a craving for blood and soon begins to sing for his supper. horror comedy music flower solar eclipse florist assistant plants success aggression by plant investigation nerd blonde carnivorous plant remake crush based on play motorcycle eclipse part animated dentist bum killer plant based on stage musical skid row based on film plant food flesh eating plant inept assistant cult classic man eating plant rick moranis ellen greene vincent gardenia frank oz"
Hanna,"a 16-year-old girl raised by her father to be the perfect assassin is dispatched on a mission across europe. tracked by a ruthless operatives, she faces startling revelations about her existence and questions about her humanity. action thriller adventure assassin self sacrifice strip club secret agent training british road trip dead animal teenage girl pistol duringcreditsstinger saoirse ronan eric bana vicky krieps joe wright"
Mortal Kombat: Annihilation,"a group of heroic warriors has only six days to save the planet in ""mortal kombat annihilation."" to succeed they must survive the most spectacular series of challenges any human, or god, has ever encountered as they battle an evil warlord bent on taking control of earth. sequel to the film ""mortal kombat,"" and based on the popular video game. action fantasy science fiction martial arts authority tournament battle fighting based on video game hand to hand combat robin shou talisa soto james remar john r. leonetti"
Larry Crowne,"after losing his job, a middle-aged man reinvents himself by going back to college. comedy romance drama classroom college teacher diner loss of job economics yard sale cell phone scooter back to school tom hanks julia roberts bryan cranston tom hanks"
Carrie,"a reimagining of the classic horror tale about carrie white, a shy girl outcast by her peers and sheltered by her deeply religious mother, who unleashes telekinetic terror on her small town after being pushed too far at her senior prom. drama horror terror based on novel power telekinesis high school remake revenge murder prank prom teenager explosion violence religious humiliation woman director chloë grace moretz julianne moore judy greer kimberly peirce"
Take the Lead,"a former professional dancer volunteers to teach dance in the new york public school system and, while his background first clashes with his students' tastes, together they create a completely new style of dance. based on the story of ballroom dancer, pierre dulane. music dancing master dance musical woman director antonio banderas rob brown yaya dacosta liz friedlander"
Gridiron Gang,"teenagers at a juvenile detention center, under the leadership of their counselor, gain self-esteem by playing football together. action adventure crime drama competition prisoner probation assistant  sport violence american football player dwayne johnson xzibit l. scott caldwell phil joanou"
What's the Worst That Could Happen?,thief kevin caffery attempts to rob from the home of rich businessman max fairbanks. but fairbanks catches him and steals his cherished ring that his girlfriend gave him. caffery is then bent on revenge and getting his ring back with the help of his partners. action comedy business man master thief thief ring martin lawrence danny devito john leguizamo sam weisman
9,"when 9 first comes to life, he finds himself in a post-apocalyptic world. all humans are gone, and it is only by chance that he discovers a small community of others like him taking refuge from fearsome machines that roam the earth intent on their extinction. despite being the neophyte of the group, 9 convinces the others that hiding will do them no good. action adventure animation science fiction thriller man vs machine hope post-apocalyptic dystopia friendship war steampunk coward end of world rag doll christopher plummer martin landau john c. reilly shane acker"
Side Effects,a woman turns to prescription medication as a way of handling her anxiety concerning her husband's upcoming release from prison. thriller crime drama fraud cover-up murder drug prescription medication professional reputation jude law rooney mara catherine zeta-jones steven soderbergh
The Prince & Me,"a fairy tale love-story about pre-med student paige who falls in love with a danish prince ""eddie"" who refused to follow the traditions of his parents and has come to the us to quench his thirst for rebellion. paige and edward come from two different worlds, but there is an undeniable attraction between them. comedy romance secret identity wisconsin prince college modesty romantic comedy student falling in love woman director young adult julia stiles luke mably ben miller martha coolidge"
Winnie the Pooh,"during an ordinary day in hundred acre wood, winnie the pooh sets out to find some honey. misinterpreting a note from christopher robin, pooh convinces tigger, rabbit, piglet, owl, kanga, roo, and eeyore that their young friend has been captured by a creature named ""backson"" and they set out to save him. animation family owl tiger aftercreditsstinger duringcreditsstinger jim cummings travis oates bud luckey stephen anderson"
Dumb and Dumberer: When Harry Met Lloyd,"this wacky prequel to the 1994 blockbuster goes back to the lame-brained harry and lloyd's days as classmates at a rhode island high school, where the unprincipled principal puts the pair in remedial courses as part of a scheme to fleece the school. comedy skateboarding adoption friendship fate mimi rogers eric christian olsen luis guzmán troy miller"
Bulworth,a suicidally disillusioned liberal politician puts a contract out on himself and takes the opportunity to be bluntly honest with his voters by affecting the rhythms and speech of hip-hop music and culture. comedy drama mission of murder politics election campaign liberal swearing political satire hip hop culture warren beatty halle berry sean astin warren beatty
Get on Up,a chronicle of james brown's rise from extreme poverty to become one of the most influential musicians in history. drama music biography james brown chadwick boseman nelsan ellis dan aykroyd tate taylor
One True Thing,a career woman reassesses her parents' lives after she is forced to care for her cancer-stricken mother. drama romance dysfunctional family cancer death of parent meryl streep renée zellweger william hurt carl franklin
Virtuosity,"the law enforcement technology advancement centre (letac) has developed sid version 6.7: a sadistic, intelligent, and dangerous virtual reality entity which is synthesized from the personalities of more than 150 serial killers, and only one man can stop him. action crime science fiction thriller artificial intelligence android hologram computer program virtual reality ex-cop visual effect police training denzel washington russell crowe kelly lynch brett leonard"
My Super Ex-Girlfriend,"when new york architect matt saunders dumps his new girlfriend jenny johnson - a smart, sexy and reluctant superhero known as g-girl - she uses her powers to make his life a living hell! fantasy drama action comedy crime science fiction new york flying ex-boyfriend ex-girlfriend disappointment supernatural powers shark uma thurman luke wilson anna faris ivan reitman"
Deliver Us from Evil,"when a frightening wave of violence sweeps through new york city, troubled cop sarchie fails to find a rational explanation for the bizarre crimes. however, his eyes are opened to a frightening alternate reality when renegade jesuit priest, mendoza convinces him that demonic possession may be to blame for the gruesome murders. together, they wage a valiant supernatural struggle to rid the city of an otherworldly evil. thriller crime horror possessed demon occult demonic possession eric bana edgar ramírez olivia munn scott derrickson"
Sanctum,"the 3-d action-thriller sanctum, from executive producer james cameron, follows a team of underwater cave divers on a treacherous expedition to the largest, most beautiful and least accessible cave system on earth. when a tropical storm forces them deep into the caverns, they must fight raging water, deadly terrain and creeping panic as they search for an unknown escape route to the sea. master diver frank mcguire (richard roxburgh) has explored the south pacific's esa-ala caves for months. but when his exit is cut off in a flash flood, frank's team--including 17-year-old son josh (rhys wakefield) and financier carl hurley (ioan gruffudd)--are forced to radically alter plans. with dwindling supplies, the crew must navigate an underwater labyrinth to make it out. soon, they are confronted with the unavoidable question: can they survive, or will they be trapped forever? action thriller cave water adventure ioan gruffudd richard roxburgh alice parkinson alister grierson"
Little Black Book,"determined to learn about her boyfriend's past relationships, stacy -- who works for a talk show -- becomes a bona fide snoop. with her colleague, barb, stacy gets the names of derek's ex-lovers and interviews them, supposedly for an upcoming show. but what she learns only adds to her confusion, and her plans begin to unravel when she befriends one of the women. comedy romance drama plan brittany murphy holly hunter kathy bates nick hurran"
The Five-Year Engagement,"exactly one year after tom meets violet, he surprises her with a wedding ring. by all accounts, tom and violet are destined for their happily ever after. however, this engaged couple just keep getting tripped up on the long walk down the aisle. comedy sex san francisco restaurant frustration chase offer engagement love psychologist wedding proposal chef ceremony englishwoman ring unemployed jason segel emily blunt chris pratt nicholas stoller"
Mr. 3000,"aging baseball star who goes by the nickname, mr. 3000, finds out many years after retirement that he didn't quite reach 3,000 hits. now at age 47 he's back to try and reach that goal. comedy drama baseball sport bernie mac angela bassett michael rispoli charles stone iii"
The Next Three Days,"a married couple's life is turned upside down when the wife is accused of a murder. lara brennan is arrested for murdering her boss with whom she had an argument. it seems she was seen leaving the scene of the crime and her fingerprints were on the murder weapon. her husband, john would spend the next few years trying to get her released, but there's no evidence that negates the evidence against her. and when the strain of being separated from her family, especially her son, gets to her, john decides to break her out. so he does a lot of research to find a way. romance drama thriller crime evidence passport argument county jail fingerprints appeal escape artist russell crowe elizabeth banks brian dennehy paul haggis"
Ultraviolet,"in the late 21st century, a subculture of humans have emerged who have been modified genetically by a vampire-like disease, giving them enhanced speed, incredible stamina and acute intelligence. as they are set apart from ""normal"" and ""healthy"" humans, the world is pushed to the brink of worldwide civil war  aimed at the destruction of the ""diseased"" population. in the middle of this crossed-fire is - an infected woman - ultraviolet, who finds herself protecting a nine-year-old boy who has been marked for death by the human government as he is believed to be a threat to humans. science fiction action thriller skyscraper vampire victim dystopia boy doctor violence one woman army hemophagia stamina totalitarian antigen cure strength biological warfare lab technician rooftop fight gravity light sensitivity milla jovovich cameron bright nick chinlund kurt wimmer"
Assault on Precinct 13,"on new year's eve, inside a police station that's about to be closed for good, officer jake roenick must cobble together a force made up cops and criminals to save themselves from a mob looking to kill mobster marion bishop. thriller drug abuse mexican standoff junkie prison cell snow storm transport of prisoners dying and death molotow cocktail new year's day remake deception survival shootout police corruption brutality power outage violence silencer machine gun night vision goggles exploding bus detroit michigan ethan hawke laurence fishburne gabriel byrne jean-françois richet"
The Replacement Killers,"hired assassin john lee is asked by chinatown crime boss terence wei to murder the young son of policeman stan zedkov. lee has the boy in his sights, but his conscience gets the better of him, and he spares the child's life. afraid that wei will take revenge on his family in china, lee seeks out expert forger meg coburn to obtain the passport he needs to get out of the country, but a band of replacement killers is soon on his trail. action drama crime thriller usa china assault rifle sniper chinatown drug dealer hitman funeral conscientious objector revenge on the run fugitive one man army sunglasses drug lord silencer uzi police raid contract killer replacement chow yun-fat mira sorvino michael rooker antoine fuqua"
Fled,"during a routine prison work detail, convict piper is chained to dodge, a cyberhacker, when gunfire breaks out. apparently, the attack is related to stolen money that the mafia is after, and some computer files that somebody wants desperately to bury. the pair, who don't exactly enjoy each other's company, escape and must work together if they are to reach atlanta alive. luckily, they meet a woman who may be willing to help them. action comedy thriller hacker undercover agent mafia chain gang fugitive floppy disk laurence fishburne stephen baldwin salma hayek kevin hooks"
Eight Legged Freaks,"the residents of a rural mining town discover that an unfortunate chemical spill has caused hundreds of little spiders to mutate overnight to the size of suvs. it's then up to mining engineer chris mccormack and sheriff sam parker to mobilize an eclectic group of townspeople, including the sheriff's young son, mike, her daughter, ashley, and paranoid radio announcer harlan, into battle against the bloodthirsty eight-legged beasts. action comedy horror thriller pick up wetting pants hockey mask barbershop perfume aunt nephew relationship straight razor town meeting forklift contamination spiders animal horror david arquette kari wuhrer scott terra ellory elkayem"
Love & Other Drugs,"maggie, an alluring free spirit who won't let anyone - or anything - tie her down. but she meets her match in jamie, whose relentless and nearly infallible charm serve him well with the ladies and in the cutthroat world of pharmaceutical sales. maggie and jamie's evolving relationship takes them both by surprise, as they find themselves under the influence of the ultimate drug: love. drama comedy romance male nudity female nudity letter love viagra sexual freedom free spirit jake gyllenhaal anne hathaway oliver platt edward zwick"
88 Minutes,"""88 minutes"" focuses on a college professor (pacino) who moonlights as a forensic psychiatrist for the fbi and receives a death threat claiming he has only 88 minutes to live. crime mystery thriller fbi professor ladies' man medical examiner serial killer lecture al pacino alicia witt leelee sobieski jon avnet"
North Country,"a fictionalized account of the first major successful sexual harassment case in the united states -- jenson vs. eveleth mines, where a woman who endured a range of abuse while working as a miner filed and won the landmark 1984 lawsuit. drama rape secret minnesota witness miner insult court lawsuit love lesbian battle case woman woman director landmark harrassment legal charlize theron elle peterson thomas curtis niki caro"
The Whole Ten Yards,"jimmy 'the tulip' tudeski now spends his days compulsively cleaning his house and perfecting his culinary skills with his wife, jill, a purported assassin who has yet to pull off a clean hit. suddenly, an uninvited and unwelcome connection to their past unexpectedly shows up on jimmy and jill's doorstep; it's oz, and he's begging them to help him rescue his wife, cynthia. comedy thriller crime hitman bruce willis matthew perry amanda peet howard deutch"
Splice,"elsa and clive, two young rebellious scientists, defy legal and ethical boundaries and forge ahead with a dangerous experiment: splicing together human and animal dna to create a new organism. named ""dren"", the creature rapidly develops from a deformed female infant into a beautiful but dangerous winged human-chimera, who forges a bond with both of her creators - only to have that bond turn deadly. horror thriller science fiction dna genetics gene manipulation genetic engineering biological experiment adrien brody sarah polley delphine chanéac vincenzo natali"
Howard the Duck,a scientific experiment unknowingly brings extraterrestrial life forms to the earth through a laser beam. first is the cigar smoking drake howard from the duck's planet. a few kids try to keep him from the greedy scientists and help him back to his planet. but then a much less friendly being arrives through the beam... comedy fantasy science fiction duck physicist extraterrestrial anthropomorphism alien invasion alternative reality lea thompson jeffrey jones tim robbins willard huyck
Pride and Glory,"a saga centered on a multi-generational family of new york city police officers. the family's moral codes are tested when ray tierney, investigates a case that reveals an incendiary police corruption scandal involving his own brother-in-law. for ray, the truth is revelatory, a pandora's box that threatens to upend not only the tierney legacy but the entire nypd. thriller crime drama megacity brother-in-law police edward norton jon voight colin farrell gavin o'connor"
The Cave,"after a group of biologists discovers a huge network of unexplored caves in romania and, believing it to be an undisturbed eco-system that has produced a new species, they hire the best american team of underwater cave explorers in the world. while exploring deeper into the underwater caves, a rockslide blocks their exit, and they soon discover a larger carnivorous creature has added them to its food chain. action adventure horror thriller fall burned alive violence diver swimwear cole hauser eddie cibrian morris chestnut bruce hunt"
Alex & Emma,"writer alex sheldon (luke wilson) must finish his novel within a month. if he doesn't, he won't get paid. and, if that happens, angry mafia types to whom he owes money will come looking for him. in order to expedite things, alex hires typist emma dinsmore (kate hudson) and begins dictating his novel. the book is about a doomed love affair between a character similar to alex and a character named polina delacroix (sophie marceau). but, as alex falls for emma, his work takes a different turn. comedy romance gambling sex casino based on novel vandalism lie kiss love disappearance writer death fortune luke wilson kate hudson sophie marceau rob reiner"
Wicker Park,"matthew, a young advertising executive in chicago, puts his life and a business trip to china on hold when he thinks he sees lisa, the love of his life who left him without a word two years earlier, walking out of a restaurant one day. drama mystery romance thriller love of one's life leave look-alike intrigue josh hartnett rose byrne matthew lillard paul mcguigan"
Fright Night,"a teenager suspects his new neighbour is a vampire. unable to convince anyone, he tries to enlist the help of a self-proclaimed vampire hunter and magician in this remake of the 1985 comedy-horror classic. horror comedy sunrise vampire suspicion remake suburbia anton yelchin colin farrell toni collette craig gillespie"
The New World,a drama about explorer john smith and the clash between native americans and english settlers in the 17th century. drama history romance chief colonialism new world colin farrell q'orianka kilcher christopher plummer terrence malick
Wing Commander,"the hollywood version of the popular video game series ""wing commander"". unlike other video games to feature film transitions, series creator chris roberts was heavily involved in the film's creation. this is the story of christopher blair and todd ""maniac"" marshall as they arrive at the tiger claw and are soon forced to stop a kilrathi fleet heading towards earth. action science fiction fight pilot outer space based on video game space opera space carrier freddie prinze jr. saffron burrows matthew lillard christopher roberts"
In Dreams,"claire cooper dreams strange things from time to time. one night, she dreams about a little girl being taken away by a stranger... drama thriller based on novel suicide attempt dream kidnapping victim of murder suspense serial killer hitchcockian annette bening aidan quinn stephen rea neil jordan"
Dragonball Evolution,"the young warrior son goku sets out on a quest, racing against time and the vengeful king piccolo, to collect a set of seven magical orbs that will grant their wielder unlimited power. action adventure fantasy science fiction thriller karate superhero revenge dragon duringcreditsstinger chow yun-fat justin chatwin joon park james wong"
The Last Stand,"ray owens is sheriff of the quiet us border town of sommerton junction after leaving the lapd following a bungled operation. following his escape from the fbi, a notorious drug baron, his gang, and a hostage are heading toward sommerton junction where the police are preparing to make a last stand to intercept them before they cross the border. owens is reluctant to become involved but ultimately joins in with the law enforcement efforts action crime thriller sheriff small town hostage prisoner fbi border escape car chase convoy machine gun neo-western arnold schwarzenegger forest whitaker rodrigo santoro kim jee-woon"
